# "year", "no", "page", "clipno", "area", "class"
2014,9,77,3,1248426,1
2014,5,22,9,20418,0
2014,10,59,5,7638,0
2014,8,84,0,76635,0
2013,8,11,1,1310556,1
2014,7,100,0,6468,0
2014,5,62,0,627120,0
2013,9,31,3,453390,1
2014,3,63,0,4347,0
2013,10,97,4,88920,0
2013,9,76,6,79497,0
2013,9,88,3,7638,0
2014,2,85,3,240372,0
2014,9,65,1,559554,1
2014,2,16,2,43524,0
2013,8,55,1,2856,0
2014,8,14,1,157779,0
2014,3,25,0,728400,1
2014,6,68,4,923247,1
2014,8,6,3,9240,0
2013,8,4,10,373842,1
2013,10,66,2,10611,0
2014,8,62,1,21606,0
2014,9,84,5,3948,0
2013,10,78,1,75762,0
2014,7,8,2,6360,0
2014,2,84,2,12282,0
2014,1,90,6,4182,0
2014,7,90,3,16128,0
2013,8,28,0,4080,0
2013,9,94,18,5049,0
2014,7,86,0,4998,0
2014,2,86,11,5049,0
2014,7,97,4,45576,0
2014,3,84,3,13350,0
2014,5,81,3,1467726,1
2013,10,5,1,5940,0
2014,4,16,0,155760,0
2013,8,100,0,1467726,1
2014,9,93,6,108870,0
2013,8,98,0,70785,0
2014,4,96,3,60099,0
2014,5,51,4,35520,0
2014,4,39,6,519720,1
2014,10,25,0,2604,0
2014,2,67,0,200646,0
2014,3,83,2,77115,0
2014,3,44,1,1358916,1
2014,8,82,6,5049,0
2014,3,19,1,4380,0
2014,8,53,6,434214,1
2014,4,28,0,23760,0
2014,6,50,3,1226178,1
2014,10,11,2,96333,1
2014,9,21,5,584706,1
2014,3,4,1,7392,0
2013,8,88,8,31740,0
2013,8,90,6,4200,0
2014,8,53,5,287640,1
2014,3,33,0,10248,0
2014,4,82,7,11160,0
2014,6,35,0,1467726,1
2013,8,86,7,34560,0
2014,10,97,4,551034,1
2014,1,80,5,125487,0
2013,9,3,2,155088,0
2013,9,43,11,148512,0
2013,9,84,3,13350,0
2014,10,87,4,6534,0
2013,9,17,5,15732,0
2013,8,1,0,1052538,1
2013,9,94,1,22950,0
2014,9,81,0,11934,0
2014,4,90,4,7056,0
2014,7,12,3,43524,0
2014,10,96,3,31950,0
2014,7,39,0,1102365,1
2014,3,4,12,15660,0
2014,2,65,3,48129,0
2014,8,22,3,906858,1
2013,8,19,0,1467726,1
2014,10,95,8,9360,0
2013,10,83,5,9660,0
2014,9,97,4,551034,1
2014,2,82,5,6501,0
2013,9,52,1,9486,0
2013,10,33,2,19662,0
2013,9,83,0,200376,0
2014,5,53,0,5940,0
2014,10,95,7,32994,0
2014,2,82,2,9438,0
2013,9,80,2,66456,0
2014,5,54,6,129168,0
2014,1,45,1,81972,1
2014,5,24,4,11340,0
2014,4,97,3,98754,0
2014,2,71,4,87696,0
2014,10,85,6,1004640,1
2014,5,56,0,4914,0
2014,5,5,3,36225,0
2014,4,68,5,18225,0
2013,8,61,17,125037,0
2014,4,75,1,1467726,1
2014,6,97,4,507012,1
2014,5,52,1,51858,1
2014,3,4,13,13932,0
2013,8,97,4,5400,0
2014,2,86,2,62916,1
2014,4,10,1,117990,1
2014,3,29,3,18942,0
2014,8,23,0,365019,1
2013,10,90,5,4182,0
2014,6,31,1,876,0
2014,2,94,16,22644,0
2014,2,44,1,1356498,1
2014,2,60,0,96075,1
2014,5,23,4,5670,0
2013,10,55,0,27246,0
2014,3,82,8,5049,0
2013,9,88,0,6426,0
2014,6,68,3,23415,0
2013,10,96,0,66420,0
2014,2,99,3,954141,1
2014,9,84,2,101331,0
2014,6,94,19,4620,0
2013,8,85,2,54285,0
2014,7,87,6,46800,1
2013,10,16,5,41031,0
2014,5,4,2,41496,1
2013,10,42,0,86814,0
2014,5,97,7,11124,0
2014,6,23,0,264552,1
2013,9,87,3,48276,0
2014,10,83,6,24459,0
2014,1,58,2,440820,1
2014,1,31,0,2520,0
2014,2,8,2,686214,0
2014,6,8,6,210537,1
2014,2,52,3,111936,1
2014,6,76,1,280188,0
2014,8,81,4,8439,0
2013,10,97,2,906858,1
2014,4,84,4,3948,0
2013,9,28,1,11319,0
2014,10,89,2,34656,0
2014,7,52,1,10800,0
2013,9,5,4,123492,0
2013,10,5,5,146601,1
2014,7,69,0,7854,0
2014,9,25,0,1392396,1
2014,6,47,2,37800,0
2014,7,9,0,17157,0
2013,8,57,2,777051,1
2014,4,13,5,15813,0
2014,9,94,6,50049,0
2014,10,24,0,66234,0
2014,9,96,6,354663,1
2013,9,41,0,23142,0
2014,6,49,1,245862,0
2014,5,90,4,3618,0
2014,7,79,2,1249050,1
2014,4,29,0,8415,0
2014,2,41,6,192774,0
2014,5,95,2,408576,1
2014,7,72,4,277134,0
2014,9,20,1,16215,0
2013,9,94,6,22950,0
2014,8,34,5,576684,1
2013,9,49,1,21156,0
2014,9,69,2,915963,1
2014,6,100,0,198489,0
2014,7,67,1,1467726,1
2014,9,40,2,1354080,1
2014,3,57,5,194526,1
2014,8,69,4,467103,1
2014,6,86,1,18270,0
2013,10,68,3,380538,1
2014,8,34,4,12177,0
2014,1,48,3,23856,0
2014,6,5,4,1424022,1
2014,9,6,0,3990,0
2014,7,95,8,101460,1
2014,5,28,3,20160,0
2014,4,24,1,6786,0
2013,10,56,0,599109,1
2014,4,64,7,13794,0
2013,10,55,8,3552,0
2014,9,73,9,5472,0
2013,8,23,1,1467726,1
2014,6,98,3,998568,1
2014,9,59,5,455136,1
2014,3,78,3,96048,0
2013,8,87,2,5508,0
2014,9,69,0,2520,0
2014,9,96,8,4998,0
2013,9,94,9,50175,0
2014,10,96,0,2520,0
2014,8,7,7,257040,1
2014,3,56,0,1467726,1
2014,6,95,13,32994,0
2014,4,8,1,43524,0
2013,10,1,1,1305657,1
2014,5,94,4,15552,0
2014,7,46,2,38502,0
2014,1,35,5,372288,0
2014,7,94,0,6216,0
2014,2,64,1,6300,0
2014,7,48,0,1145409,1
2014,7,91,10,10452,0
2014,1,79,0,14850,0
2013,9,98,2,31248,0
2014,4,79,0,5148,0
2013,10,59,1,19314,0
2013,10,5,3,992445,1
2013,8,81,0,2352,0
2013,9,62,0,520065,1
2014,4,90,0,69384,0
2014,10,71,4,921426,1
2014,10,69,0,1425843,1
2013,9,81,4,1467726,1
2014,6,50,2,13134,0
2014,4,19,2,3843,0
2014,6,86,7,120780,0
2014,5,25,3,6426,0
2013,8,72,3,38010,0
2014,6,61,2,768462,1
2013,8,1,4,57105,0
2013,9,97,7,49248,0
2014,6,91,4,3498,0
2014,5,96,2,72546,0
2013,9,89,0,17775,0
2014,4,94,3,36864,0
2014,1,90,0,23436,0
2014,8,26,4,1425843,1
2014,6,65,1,10074,0
2014,6,82,3,381969,1
2014,4,70,4,879423,1
2014,1,65,4,116676,0
2014,8,14,2,417441,1
2014,2,82,1,38376,0
2014,6,4,2,54285,0
2014,10,57,10,7392,0
2013,9,94,16,92136,0
2014,3,14,0,731430,1
